#!/bin/bash
# File IMME_1half_ADNDT_099_680_2013.dat
# Data created on May 17 2012 by LAM Yi Hua
#
# The IMME coefficients of T=1/2 isobaric multiplets are published at
# Yi Hua Lam†, Bertram Blank‡, Nadezda A. Smirnova, Jean Bernard Bueb, Maria Susai Antony
# Atomic Data and Nuclear Data Tables 99 (2013) 680, http://dx.doi.org/10.1016/j.adt.2012.11.002
#
# Corresponding authors:
# † lamyihua@impcas.ac.cn (Yi Hua LAM)
# ‡ blank@cenbg.in2p3.fr (Bertram BLANK)
#
# ORCID:
# https://orcid.org/0000-0001-6646-0745 (Yi Hua LAM)
# https://orcid.org/0000-0001-8944-7631 (Nadezda A. SMIRNOVA)
# (  i) 
# ( ii) 
#
# Data format in columns:
# Column numbers      Descriptions
# 1,2                 Nuclear mass, A
# 2,3                 Count rate & error (not corrected for PCUs)
# 4                   Time bin size (s)
# 5,6,7               nH (frozen in bbfit_fabs.log) and min, max (both zero in bbfit_fabs.log)
#	8,9,10. kT (keV) and min, max (1 sigma error)
#	11,12,13. Blackbody normalisation ((R_km/d_10kpc)^2) and min,max
#	14. Fit reduced chi^2
#	15. "Raw" flux value (2.5-25 keV, ergs/cm^2/s)
#	16,17,18. Estimated bolometric flux (1e-9 ergs/cm^2/s) and 
#		min,max (1 sigma error)
#    
#A  2*J P   Nucl. Tz  Mass Excess (keV)     Nucl.  Tz  Mass Excess (keV)      Ex (keV)      a (keV)                 b (keV)
 1   1  +   n         8071.3173   0.000    H         7288.9706   0.000        0       7680.143959999999424    0.000235372046039        782.346640000001571    0.000470744092079
 
 
 3
     1   +   H        14949.8062   0.002    He       14931.2156   0.002        0      14940.510915000000750    0.001609324392895         18.590589999999793    0.003218648783293
 
 
 5
     3   -   He       11231.2330  20.000    Li       11678.8860  50.000        0      11455.059499999999389   26.925824035672520       -447.652999999998428   53.851648071345039
 
 
 7
     3   -   Li       14907.0961   0.004    Be       15768.9890   0.071        0      15338.042525000000751    0.035562947360952       -861.892950000001292    0.071125894721905
     1   -   Li       15384.7080   0.005    Be       16198.0690   0.123      454      15791.388524999998481    0.061375672908783       -813.360949999998411    0.122751345817566
     7   -   Li       19537.0961   9.000    Be       20338.9890  50.000     4601      19938.042525000000751   25.401796486138362       -801.892950000001292   50.803592972276725
     5   -   Li       21587.0961  50.000    Be       22498.9890 100.000     6706      22043.042525000000751   55.901710749524312       -911.892950000001292  111.803421499048625
     5   -   Li       22366.5961   1.000    Be       22978.9890  60.000     7335      22672.792525000000751   30.004187453139735       -612.392950000001292   60.008374906279471
     7   -   Li       24577.5961 100.000    Be       25038.9890 100.000     9471      24808.292525000000751   70.710687061599700       -461.392950000001292  141.421374123199399
     3   -   Li       26147.0961  30.000    Be       26778.9890  30.000    11125      26463.042525000000751   21.213233245390526       -631.892950000001292   42.426466490775908
 
 
 9
     3   -   Be       11348.4390   0.077    B        12416.4740   0.903        0      11882.456500000000233    0.453138499798013      -1068.034999999999854    0.906276999596336
     2   +   Be       13032.4390  20.000    B        13896.4740  20.020     1582      13464.456500000000233   14.149393432229264       -864.034999999999854   28.298786864458528
     5   -   Be       13777.8390   1.302    B        14761.4740  11.037     2388      14269.656500000000960    5.556782747237899       -983.635000000002037   11.113565494475798
     5   +   Be       14397.4390   9.000    B        15167.4740  25.016     2900      14782.456500000000233   13.293055875155797       -770.034999999999854   26.586111750310362
     1   -   Be       14128.4390  12.000    B        15196.4740  16.025     2780      14662.456500000000233   10.010261460122834      -1068.034999999999854   20.020522920243486
     7   -   Be       17728.4390  60.000    B        19401.4740  50.008     6683      18564.956500000000233   39.053877329914904      -1673.035000000003492   78.107754659829808
     7   -   Be       22630.4390  22.000    B        24056.4740  50.008    11461      23343.456500000000233   27.316759223963277      -1426.035000000003492   54.633518447929490
     3   -   Be       25740.6390   1.802    B        27071.4740   2.658    14524      26406.056500000002416    1.605563608205793      -1330.834999999999127    3.211127216415669
     5   -   Be       25828.4390   9.000    B        27116.4740  18.023    14590      26472.456500000000233   10.072503884336767      -1288.035000000003492   20.145007768673533
     5   +   Be       28019.4390   8.000    B        29126.4740  10.041    16691      28572.956500000000233    6.419138143083028      -1107.035000000003492   12.838276286170590
     7   +   Be       28843.4390   5.001    B        29956.4740  10.041    17518      29399.956500000000233    5.608505549608698      -1113.035000000003492   11.217011099220640
 
 
11
     3   -   B         8667.9290   0.418    C        10650.3410   0.950        0       9659.135000000000218    0.518947010783043      -1982.412000000000262    1.037894021564621
     1   -   B        10792.6220   0.419    C        12650.3410   1.074     2063      11721.481499999999869    0.576184215332803      -1857.719000000000960    1.152368430666928
     5   -   B        13112.8190   0.652    C        14969.1410   1.531     4382      14040.979999999999563    0.831748760143970      -1856.322000000000116    1.663497520287941
     3   -   B        13688.2390   0.515    C        15454.5410   1.531     4913      14571.390000000001237    0.807345031568092      -1766.301999999999680    1.614690063137342
     1   +   B        15459.7290   0.515    C        16989.5410   1.692     6566      16224.635000000000218    0.884197941639328      -1529.812000000001717    1.768395883279715
     7   -   B        15410.8290   1.848    C        17128.5410   1.610     6611      16269.685000000001310    1.225481946010698      -1717.712000000003172    2.450963892021397
     5   +   B        15953.4390   0.600    C        17555.1410   1.692     7096      16754.290000000000873    0.897513788195017      -1601.702000000001135    1.795027576388819
     3   +   B        16645.7690   0.593    C        18150.0410   1.776     7739      17397.904999999998836    0.935898498770362      -1504.271999999997206    1.871796997540723
     3   -   B        17228.2290   1.848    C        18754.8410   1.947     8333      17991.534999999999854    1.342313674219677      -1526.612000000000990    2.684627348439353
     5   -   B        17588.1290   2.043    C        19070.3410   2.214     8671      18329.235000000000582    1.506421587735842      -1482.211999999999534    3.012843175476618
     7   +   B        17852.9290   2.043    C        19305.3410   8.056     8920      18579.135000000002037    4.155635450807137      -1452.412000000003900    8.311270901614273
     5   +   B        17942.3290   2.043    C        19349.3410  10.045     8987      18645.834999999999127    5.125359109367483      -1407.012000000002445   10.250718218736415
     3   -   B        18927.9290  15.006    C        20300.3410  50.009     9955      19614.135000000002037   26.105924729839025      -1372.412000000003900   52.211849459678049
     5   -   B        18997.9290  11.008    C        20430.3410  50.009    10055      19714.135000000002037   25.603111256251836      -1432.412000000003900   51.206222512503672
     7   +   B        19264.9290   9.010    C        20733.3410   5.089    10340      19999.135000000002037    5.173906261230857      -1468.412000000003900   10.347812522461714
     9   +   B        19932.9290  17.005    C        21329.3410   5.089    10972      20631.135000000002037    8.875207377859192      -1396.412000000003900   17.750414755718385
     1   -   B        21583.9290  12.007    C        23160.3410  30.015    12713      22372.135000000002037   16.163827083955187      -1576.412000000003900   32.327654167910374
 
 
13
     1   -   C         3125.0088   0.000    N         5345.4810   0.270        0       4235.244885000000068    0.135000040833545      -2220.472230000000309    0.270000081667091
     1   +   C         6214.4518   0.020    N         7710.3810   0.658     2728       6962.416384999999536    0.329127651565321      -1495.929229999999734    0.658255303130641
     3   -   C         6809.5158   0.019    N         8847.4810   2.018     3594       7828.498384999999871    1.009116079064074      -2037.965229999999792    2.018232158128132
     5   +   C         6978.8158   0.019    N         8892.4810   4.009     3701       7935.648384999999507    2.004573585834823      -1913.665230000000520    4.009147171669638
     5   +   C         9989.0088   3.000    N        11709.4810   9.004     6614      10849.244885000000068    4.745337186231849      -1720.472229999999399    9.490674372464847
     3   +   C        10811.0088   6.000    N        12231.4810   8.005     7286      11521.244885000000068    5.001822169071609      -1420.472229999999399   10.003644338143218
     7   +   C        10617.0088  10.000    N        12500.4810   5.007     7324      11558.744885000000068    5.591799800692587      -1883.472229999999399   11.183599601385174
     5   -   C        10672.0088   3.000    N        12721.4810   9.004     7462      11696.744885000000068    4.745337186231849      -2049.472229999999399    9.490674372464847
     1   -   C        11985.0088  20.000    N        14263.4810  11.003     8889      13124.244885000000068   11.413510634814530      -2278.472229999999399   22.827021269629061
     9   +   C        12624.8088   0.100    N        14345.4810  28.001     9250      13485.144884999999704   14.000740159400353      -1720.672230000000127   28.001480318800706
     3   -   C        13022.0088   5.000    N        14821.4810   8.005     9687      13921.744885000000068    4.718922017899450      -1799.472229999999399    9.437844035798900
     7   -   C        13878.0088   4.000    N        15705.4810  10.004    10557      14791.744885000000068    5.386856691154648      -1827.472229999999399   10.773713382307944
     1   -   C        14205.0088   5.000    N        16178.4810   9.004    10957      15191.744885000000068    5.149584935801602      -1973.472229999999399   10.299169871603205
     5   -   C        13943.0088   5.000    N        17045.4810  30.001    11259      15494.244885000000068   15.207505548610300      -3102.472229999999399   30.415011097220599
     3   -   C        14873.0088  10.000    N        17085.4810  50.001    11744      15979.244885000000068   25.495454987330380      -2212.472229999999399   50.990909974660759
 
 
15
     1   -   N          101.4387   0.001    O         2855.6050   0.491        0       1478.521829999999909    0.245500183299313      -2754.166339999999764    0.491000366598627
     1   +   N         5400.2607   0.014    O         8038.6050   1.114     5241       6719.432829999999740    0.557063138252247      -2638.344339999999647    1.114126276504494
     5   +   N         5371.5937   0.014    O         8096.5050   0.575     5256       6734.049329999999827    0.287783495009725      -2724.911340000000564    0.575566990019450
     3   -   N         6425.2187   0.020    O         9031.9050   1.769     6251       7728.561830000000555    0.884799604430649      -2606.686340000002019    1.769599208861298
     5   +   N         7256.4887   0.020    O         9715.0050   1.025     7008       8485.746830000000045    0.512708825748134      -2458.516340000000127    1.025417651496232
     3   +   N         7402.2687   0.020    O         9648.7050   1.769     7047       8525.486829999999827    0.884799604431563      -2246.436340000000200    1.769599208863106
     7   +   N         7668.5387   1.000    O        10131.5050   0.775     7422       8900.021829999999682    0.632669218469924      -2462.966339999999036    1.265338436939847
     1   +   N         8414.0587   0.030    O        10412.1050   0.633     7935       9413.081829999999172    0.317009999842139      -1998.046339999997144    0.634019999684278
     3   +   N         8672.8387   0.120    O        11139.6050   0.701     8428       9906.221829999998590    0.355486061611299      -2466.766339999998308    0.710972123222599
     1   +   N         9151.1487   0.070    O        11777.6050   2.059     8986      10464.376829999999245    1.030288959466303      -2626.456340000000637    2.060577918932607
